komentar,timestamp,sentiment
🤣🤣 lucunya,2025-04-19 05:55:05+00:00,positif
"75,9 miliar hanya tuk makan anak & istri..... ?? maling nangisin maliing 😂😂😂😭😭😂",2025-04-19 05:55:00+00:00,negatif
"nangis krn ketahuan, kl blm ketahuan masih keyawa😃😃😃😃",2025-04-19 05:53:51+00:00,netral
🤣🤣🤣🤣🤣🤣🤣🤣😅😅,2025-04-19 05:53:48+00:00,positif
🤣🤣🤣🤣🤣😅😅😅🤣🤣🤣,2025-04-19 05:53:45+00:00,positif
"koq nangis ? nyesel ya knpa cuma ngambil cuma 75 M? coba 180 T gitu ya .toh hukumannya juga g beda"" jauh sm yg ngambil ratusan T..😁😁",2025-04-19 05:45:12+00:00,negatif
😂😂😂😂😂,2025-04-19 05:45:04+00:00,positif
udh habitat tikus ditempat sampah,2025-04-19 05:44:47+00:00,negatif
negara peringkat 99 dari 100 😅..,2025-04-19 05:44:43+00:00,positif
🤣🤣mewah,2025-04-19 05:44:24+00:00,positif
PANTESAN HAMPIR SEMUA PASAR DI TANGSEL SAMPAHNYA SAMPAI MENGGUNUNG YAA.. TERNYATA DANANYA OLEH KABID KEBERSIHAN NYA BUAT MAKAN ANAK BHINI NYA 👏👏👍👍,2025-04-19 05:44:09+00:00,negatif
Mirip sinetron di INDOSIAR 😅,2025-04-19 05:43:34+00:00,netral
Awalnya gua Kirain suara penyanyi orchestra anyingg😭🗿,2025-04-19 05:42:48+00:00,netral
kirain bukan suara nangis😭,2025-04-19 05:42:07+00:00,negatif
🤣🤣🤣🤣🤣🤣🤣,2025-04-19 05:41:23+00:00,positif
@˃ᴗ˂ @Mey @lulu🍭 @0% @Nisa Maulida @AL_Yapindo 😌,2025-04-19 05:40:47+00:00,negatif
Sampah korupsi sampah jadinya sampah,2025-04-19 05:40:26+00:00,negatif
"pantes Tangsel kotor banget, di korupsi dana nya 🗿",2025-04-19 05:39:47+00:00,negatif
"siapa itu yg nangis si? segala nangis, kmrn pas make duit nya anteng2 aja ☺️",2025-04-19 05:39:44+00:00,negatif
banyak bngt koruptor di negara kita😩 kapan bisa ky negara lain yg smua dijamin..korupsi aja bnyk bngt bisa utk kemakmuran rakyat,2025-04-19 05:38:53+00:00,negatif
🤣🤣🤣🤣🤣🤣🤣🤣,2025-04-19 05:38:28+00:00,positif
😂😂😂😁😁😁😁😁😁😂😂😂😂😂😂😂😂😂,2025-04-19 05:38:09+00:00,positif
wkk,2025-04-19 05:38:00+00:00,positif
😂,2025-04-19 05:37:41+00:00,positif
"maka nya jgn banyak nuntut sama suami ,biar suami nya ga gragas cari nafkahnya ,suami agek Meleng dikit ingatin
pak pulang bawa uang halal ya bilang gitu ,klu dah gini nangis ajj
ingat Bu keburukan itu pasti ketauan , semua tidak ada yg abadi , kebohongan akan menghancur kan hidup selama nya",2025-04-19 05:37:20+00:00,negatif
9M tak ganti,2025-04-19 05:36:41+00:00,positif
"75,9 miliar itu duit yah",2025-04-19 05:36:10+00:00,negatif
semoga diberikan kekuatan untuk ybs & kluarga,2025-04-19 05:35:48+00:00,positif
tenang buuu uang masih bnyak d bank biar bpk d bui asal ibu n anak terjamin duit banyak😅😅😅,2025-04-19 05:35:36+00:00,netral
yang korupsi sampah melebihi sampah,2025-04-19 05:34:59+00:00,negatif
"pejabat2, kita rakyat susah payah, jungkir balik, kehujanan kepanasan cr uang, byr pajak . malah kalian embat uangnya.eh...payah.tau kah kalian, kalian sdh nikmati keringat org2 susah.",2025-04-19 05:34:53+00:00,negatif
Nangiss air mata buayaa y emak,2025-04-19 05:34:48+00:00,netral
makan duit ny ketawa tawa..ketauan korupsi di tangkep nagis.. 😂,2025-04-19 05:34:28+00:00,negatif
ksh sound dawai biar cocok 🗿,2025-04-19 05:34:19+00:00,netral
menuju Indonesia terlelap,2025-04-19 05:33:48+00:00,negatif
🤣🤣🤣🤣,2025-04-19 04:42:54+00:00,positif
"75,9m buat makan 😂😂😂😂, orang biasa aja 2.5jt masih bisa 1 kluarga/bulan, alasan buat makan ckckckx",2025-04-19 04:42:24+00:00,negatif
betapa rakusnya pejabat konoha sampai sampah aja di korupsi 😏,2025-04-19 04:41:11+00:00,negatif
pasti pak presiden sedih Karna anak istri koruptor terlantar kata nya🤩🤩🤩,2025-04-19 04:41:08+00:00,negatif
@thedarkpage666,2025-04-19 04:40:37+00:00,positif
Sampah?? Dikorupsi apanya sih guys? 😱 duhh negaranya mau dibawa kemana??😭,2025-04-19 04:40:17+00:00,negatif
75m🗿,2025-04-19 04:38:24+00:00,positif
bagaimana anak istri nya apa pantas menderita,2025-04-19 04:38:24+00:00,positif
Uang segitu bisa buat pltsa pak 😂,2025-04-19 04:38:10+00:00,positif
😁😁😁😁😁,2025-04-19 04:37:37+00:00,positif
"pantes 💩 kuning mulu makan'nya aja sekelas 75,9 M😌",2025-04-19 04:37:34+00:00,negatif
sampah gpp x kan biasanya di buang KLO sampah #😂kta gw yg ga ngerti😂,2025-04-19 04:37:17+00:00,netral
"korup kalau aman ketawa"" giliran ketangkep nangis...anjirrr",2025-04-19 04:37:14+00:00,negatif
ini yg bener tulisannya SAMPAH atau SAMPAI ?,2025-04-19 04:36:18+00:00,negatif
makan emas batangan kah,2025-04-19 04:36:02+00:00,netral
ngeri kali bah,2025-04-19 04:35:35+00:00,negatif
"75,9 M coyyy itu buat makan anak istri 100 tahun? 🗿",2025-04-19 04:35:32+00:00,negatif
Wah parah niii....ujung2nya mewek niihh... 🙄🙄🙄,2025-04-19 04:33:54+00:00,negatif
astagaaa sampe Dana Sampah pun dikorupsi 😀😀😀. ini manusia apaaaaa cobaaaaa 😂,2025-04-19 04:33:01+00:00,negatif
klo hp kudu di reset ulang ni negara,2025-04-19 04:31:23+00:00,negatif
makanan apaan njir segitu? batu bara?,2025-04-19 04:31:06+00:00,netral
sound nya gak asing 😁,2025-04-19 04:30:48+00:00,negatif
sampah aja bisa dikorupsi 😭😭👍,2025-04-19 04:30:43+00:00,netral
kukira suara burung hantu ternyata suara manusia 🤣,2025-04-19 04:30:34+00:00,negatif
cup cup😆😆😆😆,2025-04-19 04:30:30+00:00,positif
"😭😭😭😭😂😂😂😂😂😭😭😭😭😂😂
dia nangis apa ngakak??",2025-04-19 04:30:17+00:00,negatif
"Bebaskan pak kasian cuman 75m doang kok, kasian anak istrinya gada yg nafkahin lagi",2025-04-19 04:29:46+00:00,negatif
"75,5 miliar untuk ngasih makan anak istri, anak istri elu nyemilin kayu jati?",2025-04-19 04:28:47+00:00,negatif
"coba cek DLH nya kalsel, siapa tau juga korup soal nya sampah membludak😂😂",2025-04-19 04:28:09+00:00,negatif
makan emas kali tu orang sampai 75M🤣,2025-04-19 04:27:41+00:00,positif
😌,2025-04-19 04:27:04+00:00,positif
makan apa dia anj* 75.9 M!,2025-04-19 04:26:57+00:00,negatif
kasian bangaatt🥺🥺,2025-04-19 04:26:48+00:00,netral
ibu knp nangis? kmaren pas lg menikmati.uangnya hrs nya nangisnya,2025-04-19 04:26:35+00:00,negatif
waktu korupsi bahagia hidup serba kecukupan gilaran ke tangkep nangissssss,2025-04-19 04:26:18+00:00,positif
ang ang ang angg,2025-04-19 04:25:40+00:00,netral
sound baru ini,2025-04-19 04:25:28+00:00,positif
"makanyA knp manusia itu hrs bnyk bersyukur . jgn takut gak makan pak,hidup kita udah ada yg atur rejekinya",2025-04-19 04:25:14+00:00,negatif
ang ang ang😭,2025-04-19 04:25:04+00:00,positif
dikit lagi 💯 tuh,2025-04-19 04:23:43+00:00,negatif
kata Prabowo lepaskan saja kasihan anak anaknya,2025-04-19 04:23:33+00:00,negatif
"syahadat,shalat sama puasa doang kyknya yg blm dikorupsi sma negara kocak ini",2025-04-19 04:23:31+00:00,negatif
sampah bener2 sampahpun dikaraupsi konohaa😂😂😂😂😭😭😭,2025-04-19 04:23:15+00:00,negatif
mirip kuntilanak suara nangisnya 🗿,2025-04-19 04:23:04+00:00,netral
coba cek kab sukabumi,2025-04-19 04:22:22+00:00,netral
pantesan persampahan di Banten ga prnah beres,2025-04-19 04:22:16+00:00,negatif
kek hasto waktu nangis wkwk,2025-04-19 04:22:15+00:00,netral
"75,9m makan apaan? wagyu a5 tiap hari gitu?",2025-04-19 04:21:53+00:00,negatif
Makan apatu sampai miliaran 🫣,2025-04-19 04:21:50+00:00,negatif
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2025-04-19 04:18:29+00:00,positif
Min bisa di coba soundnya @Pesona Indonesia,2025-04-19 04:04:32+00:00,positif
habis ini sound nya dipake ya min 😌 @pesonaindonesia,2025-04-19 04:03:49+00:00,netral
"bagi"" pak 😅",2025-04-19 04:03:00+00:00,netral
"makan apa ya sampe 75,9M",2025-04-19 04:02:57+00:00,netral
boti 🗿,2025-04-19 04:02:26+00:00,positif
@elsa/a @🦢,2025-04-19 04:00:23+00:00,positif
"mkn uangnya enak"" kan giliran suaminya di pegang nangis seluruh dunia denger nangisnya pas seneng"" mkn duit negara ko ga gemeter ga namgis bu pak hadeeeeeeeeeeeehhh kelakuan emamg pejabat 🤪😇🙃",2025-04-19 04:00:16+00:00,negatif
Gimana mau makmur NKRI😡bny koruptornya☝️,2025-04-19 04:00:07+00:00,negatif
@ꦨꦃꦠꦶꦲꦂ,2025-04-19 03:58:11+00:00,positif
ihhhhh,2025-04-19 03:57:13+00:00,netral
🤣🤣🤣bebaskan tapi di masa mau gk..enak aja SDH makan uang rakyat minta bebas...,2025-04-19 03:56:40+00:00,negatif
bagus kasih @pandawaragroup duitnya🙂🔥,2025-04-19 03:55:58+00:00,positif
berrti imbas dari SAMPAH sangat hebat..maka itu..kita harus peduli dgn sampah,2025-04-19 03:55:32+00:00,negatif
😂😂😂😂😂,2025-04-19 03:54:08+00:00,positif
"75,9 M....🥺🥺🥺",2025-04-19 03:53:51+00:00,negatif
gw yg makan pake paket ceban sampe kaget 😣🤧,2025-04-19 03:53:38+00:00,negatif
nangis apa seriosa😳,2025-04-19 03:53:25+00:00,netral
tutorial makanin anak istri pake uang🗿,2025-04-19 03:53:16+00:00,positif
nyanyian bukan sekedar nada 😂😂😂,2025-04-19 03:52:15+00:00,negatif
nangisssssssssss,2025-04-19 03:51:58+00:00,netral
"sampe sampah pun dikorup anying, semuanya aja dah dikorup ini mah😂😂",2025-04-19 03:51:07+00:00,negatif
"anak istrinya makan apa Sampek 75,9 miliar 😭😭",2025-04-19 03:48:21+00:00,negatif
Ya Allah Ya Rabb 🌍,2025-04-19 03:47:48+00:00,negatif
buang Nusa Kambangan,2025-04-19 03:47:28+00:00,positif
Halaaahhh bobrok!!,2025-04-19 03:47:19+00:00,negatif
🤣🤣🤣🤣,2025-04-19 03:47:04+00:00,positif
udah di ciduk mewek.waktu makan uang haram nyitir😡😡😡,2025-04-19 03:45:56+00:00,negatif
duit bisa kl kasih ke anak yatim duafa makmur kehidupan nya. hukuman munyg layak 50 tahun,2025-04-19 03:45:54+00:00,positif
"lg nunggu anak kecil nyebrang jalan, jd bs diselamatin trus pindah isekai😂",2025-04-19 03:45:51+00:00,negatif
"kasian pak kalo d tangkap...mereka kan tulang punggung keluarga,,,kalo dia d tangkap,anak istrinya nanti mkn apa??? 😌😌",2025-04-19 03:45:12+00:00,negatif
tenang pa anak bapa d lindungi istana kata bapak perabowo 😁😂😁,2025-04-19 02:48:15+00:00,positif
koruptor miskin kan,2025-04-19 02:47:36+00:00,negatif
😂😂😂..makan lumpur Lapindo paling 😂😂,2025-04-19 02:47:14+00:00,positif
"yoalah melase....,,😏",2025-04-19 02:47:01+00:00,negatif
Yg nangis berisik deh diem dulu,2025-04-19 02:46:31+00:00,negatif
menyala banget indonesiaku 🥰,2025-04-19 02:46:28+00:00,positif
untuk makan 50rb ckup,2025-04-19 02:45:17+00:00,positif
busyet istri nya makan caviar ama trouffle trus tu +daging wahyu🗿,2025-04-19 02:44:11+00:00,negatif
🤣🤣🤣,2025-04-19 02:44:03+00:00,positif
kecil banget 75 miliar🗿 minimal 1 T,2025-04-19 02:43:49+00:00,negatif
Ok gas ok gas🤣🤣,2025-04-19 02:43:38+00:00,netral
🤣🤣🤣🤣🤣,2025-04-19 02:43:28+00:00,positif
"teryata utang negara buat d korupsi pejabatnya ,bukan untuk menyejahterakan rakyat😭😭😭",2025-04-19 02:43:25+00:00,negatif
mm gusti,2025-04-19 02:42:20+00:00,positif
kasian anaknya kalau beliau di tangkap 😅,2025-04-19 02:41:51+00:00,netral
sampah aj bikin kaya,2025-04-19 02:41:23+00:00,netral
pake gih sound nya @Pesona Indonesia,2025-04-19 02:41:20+00:00,positif
definisi ngasih duit makan keluarga pake sampah 😅,2025-04-19 02:41:15+00:00,netral
So what Happen,2025-04-19 02:40:55+00:00,netral
😂😂😂😂😂😂😂😂😂😂😂,2025-04-19 02:40:42+00:00,positif
Ini kayak nangis pgn beli balon gasih,2025-04-19 02:40:10+00:00,negatif
😁😁😁😁,2025-04-19 02:39:46+00:00,positif
Waktu menikmati uang 76 Miliar pasti ketawa2 terus bersama semua keluarganya 😅 Bisnis Sampah di LN juga sangat besar dari segi Uang. Makanya bisa dikorupsi besar2an,2025-04-19 02:37:47+00:00,negatif
"Ku kira tadi suara emak"" yg nangis🤣",2025-04-19 02:37:29+00:00,negatif
sydih bwanget 😭😫😫,2025-04-19 02:37:22+00:00,negatif
apa yg ngak korup ternyata semua ladang cuan. kalo asli orang kerja sampah /rosokan jijik dipandang sebelah mata padahal halal drpd maling,2025-04-19 02:36:35+00:00,negatif
"wkwkwkwk., komedian sepertinya😅😅",2025-04-19 02:35:56+00:00,positif
"buset untuk makan anak istri 75,9 miliar, itu buat 7 turunan tanjakan sama tikungan juga cukup😅",2025-04-19 02:35:39+00:00,negatif
badan besar suaranya gitu 🤭,2025-04-19 02:35:06+00:00,negatif
keluarga makan uang haram gak boleh,2025-04-19 02:34:18+00:00,negatif
🤣🤣🤣oleng oleng korupsumu mendengarkan rakyat indonesia khususnya prop banten,2025-04-19 02:34:12+00:00,negatif
hidup ini kadang 2 senang kadang2 sidih .. sabar ya,2025-04-19 02:32:52+00:00,negatif
"kocak pas korupsi gak nangis ,pas d tangkap nangis heran gwe",2025-04-19 02:32:20+00:00,negatif
kasihan 😭😭😭,2025-04-19 02:31:41+00:00,netral
ditangkep nangis ga ditangkep juga abis tuh duit wkwk,2025-04-19 02:31:16+00:00,negatif
"sampah pun dikorupsi, apalah",2025-04-19 02:30:39+00:00,negatif
@derainy @Ilovedonaldtrump 😂,2025-04-19 02:30:37+00:00,negatif
lagi berdoa itu 😁,2025-04-19 02:29:53+00:00,positif
"tombol pilih negara ini d reset ulang. pejabatany sudah PDA salah langkah. berlomba"" ingin menjadi pejabat tapi niatnya untuk saling korup.",2025-04-19 02:29:22+00:00,negatif
sound nya bikin ngakak di pojokan 🙈🙈😅,2025-04-19 02:29:08+00:00,netral
dikira td suara nyamuk 😅,2025-04-19 02:28:37+00:00,negatif
Bukan maen,2025-04-19 02:28:28+00:00,negatif
waduh🧐,2025-04-19 02:28:16+00:00,positif
dia malah yanyi melody 🤣,2025-04-19 02:26:22+00:00,netral
sampah aja dikorupsi ?? 🤣🤣🤣bner2 melebihi tikus😌😌😌,2025-04-19 02:25:42+00:00,negatif
"Demi Gengsi Kluarga dalam kehidupan bermasyarakat seorang Ayah harus Rela menanggung Resiko,dunia & Akhirat.",2025-04-19 02:25:29+00:00,positif
cup cupp cuup udah jangan nangis ya paak cup cup,2025-04-19 02:25:23+00:00,netral
sampah aja di korup jir 🙈🙈🙈,2025-04-19 02:24:59+00:00,negatif
air mata buaya🐊🐊🐊 biar kesannya menyesal prettt,2025-04-19 02:24:59+00:00,positif
bnyak pengangguran merajalela,2025-04-19 02:23:22+00:00,negatif
harus ada ketegasan hukum .klo mau indonesia sejahtera ..,2025-04-19 02:23:08+00:00,negatif
hadeuhhhhhh,2025-04-19 02:22:52+00:00,netral
baru sampah..coba perijinan perijinan yg udah terbit dicek juga..pejabat2 sampah ngeruk banyak duit dari perijinan..,2025-04-19 02:22:14+00:00,negatif
ni negera di reset jd mode pabrik bs ga si,2025-04-19 02:22:04+00:00,netral
menangis bahagia kah😁,2025-04-19 02:22:03+00:00,positif
makan apa sampe 75.9 miliar 😅😂🤭,2025-04-19 02:21:31+00:00,negatif
kasihan anak istri nya yang tak berdosa 🗿,2025-04-19 02:21:30+00:00,negatif
😂😂😂,2025-04-19 02:15:43+00:00,positif
"buseh 75,9, itu perut anaknya sekelas paus biru kah?",2025-04-19 02:14:16+00:00,negatif
😂😂😂,2025-04-19 02:13:28+00:00,positif
Anjrr soundnya 🤣,2025-04-19 02:13:08+00:00,positif
"anjir 75,9m bukan ribu😂😂buat makan keluarga 😂😂 terus rakyat yang sampe nyuri pisang gimana kabarnya 😂😂",2025-04-19 02:12:19+00:00,negatif
tangisanmu penuh arti...,2025-04-19 02:12:01+00:00,positif
"75 milliar BUAT MAKAN?
buat berapa turunan itu?",2025-04-19 02:11:55+00:00,negatif
"Sumpah makan apaan 75,9M ?",2025-04-19 02:11:28+00:00,negatif
hadeh,2025-04-19 02:11:10+00:00,negatif
ikhlaskan aja pak..cuma 75 milyar ngak membuat kita muskin😂😂😂,2025-04-19 02:10:09+00:00,negatif
"makan apa 75,9 miliar",2025-04-19 02:09:14+00:00,negatif
"Mahal ya pak makan anak istrinya , sampe 75,9 miliyar, itu makannya di Luar negeri ya pak ? Sembari shopping",2025-04-19 02:09:07+00:00,negatif
Masih untung cuman dipenjara gak dihukum mati,2025-04-19 02:08:59+00:00,negatif
ibu nangis knapa nangis kemarin nikmatin uang nya ketawa ketiwi,2025-04-19 02:08:12+00:00,negatif
apa gak malu semua anggota keluarga nya kl udah begini 🤭🤭🤭🤭,2025-04-19 02:07:50+00:00,negatif
Ngapain nangis ih,2025-04-19 02:07:40+00:00,negatif
negara isinyaa orang² rusak,2025-04-19 02:07:36+00:00,negatif
nangis kurang lucu😀,2025-04-19 02:06:29+00:00,negatif
yang nangis siapa ya,2025-04-19 02:06:07+00:00,positif
"yaelaah...ada lagi...! INGAT BUAT KALIAN PARA PEJABAT,ALLAH TIDAK PERNAH TIDUR,INILAH DOA DAN TANGIS RAKYAT KEPADA SANG KHALID. SATU-PERSATU ALLAH BUKA PERBUATAN KALIAN.",2025-04-19 02:06:01+00:00,negatif
"maksut nya korupsi sampah gimana, sampah nya di sembunyikan gitu",2025-04-19 02:05:54+00:00,negatif
"kasian ya,,, dengernya,, pak jangan di tangkap pak,, kasian anak2nya🤣🤣🤣🤣🤣🤣😂😂
pokoknya jogetin aja",2025-04-19 02:05:09+00:00,negatif
Indonesia harus ganti pemerintah + sama Rakyat’nya juga,2025-04-19 02:05:06+00:00,negatif
"di arak keliling negri...seperti anak pencuri pisang ...waktu itu
nu mewek ni gandeng",2025-04-19 02:05:04+00:00,negatif
WKWKWK LOL,2025-04-19 02:04:57+00:00,positif
bagus banget anak istri di kasih duit yg halal 🤣,2025-04-19 02:04:49+00:00,negatif
mungkin presiden terenyuh dgn tangisan keluarga jd bikin statement seperti kmrn😁,2025-04-19 02:04:25+00:00,negatif
kenapa mewek...ayo di gundulan,2025-04-19 02:04:02+00:00,negatif
semuanya dikorup,2025-04-19 02:03:50+00:00,negatif
vibesnya nangis org sunda🗿🗿🗿,2025-04-19 02:03:48+00:00,positif
makan apaaah ya mon maaap ampe sgtu😩🙏,2025-04-19 01:00:19+00:00,netral
tangsel ga heran,2025-04-19 01:00:04+00:00,negatif
mewek sprt istri yg di madu,2025-04-19 00:59:47+00:00,negatif
Tangsel terkenal kota sampah disana tidak ada tempat penampungan untuk buang sampah sehingga dibuat bisnis para pejabat setempat... silahkan cek kalo gak percaya,2025-04-19 00:59:02+00:00,positif
@Nana,2025-04-19 00:57:36+00:00,positif
hah SAMPAH ¿ gw ulang lagi dg nada dering sampah? serius😭😭😭😭 gilee bener,2025-04-19 00:57:24+00:00,negatif
Itu korupsi 70M++ ke lilit utang kah?🗿,2025-04-19 00:57:14+00:00,negatif
mewek ketahuan 😀😀,2025-04-19 00:57:11+00:00,netral
sound kunti ini. editan ini 🤣🤣🤣,2025-04-19 00:56:20+00:00,positif
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2025-04-19 00:55:53+00:00,positif
sound nya ngakakkkk 😂😂😂,2025-04-19 00:55:21+00:00,netral
aku kira suara puppie,2025-04-19 00:54:58+00:00,netral
seriu dia nangisnya begitu ?,2025-04-19 00:54:52+00:00,negatif
astagfirul sampah pun di korupsi di negri ini 🤦‍♂️🤦‍♂️🤦‍♂️,2025-04-19 00:53:51+00:00,negatif
@pesonaindonesia,2025-04-19 00:53:11+00:00,negatif
yg busuk aja masih doyan 🤣🤣,2025-04-19 00:52:47+00:00,negatif
anak istrinya cuman bisa makan daging wagyu di restoran bintang 10🥲,2025-04-19 00:52:14+00:00,positif
"sampah ae di gasakkk, kebacut",2025-04-19 00:51:23+00:00,negatif
maling kok nangis,2025-04-19 00:50:39+00:00,negatif
g hnis fikri. sampahpun di korupsi. negara apaan ini cook,2025-04-19 00:50:20+00:00,negatif
Kalian tau kan klo 54*_Pah...,2025-04-19 00:50:19+00:00,negatif
"kalo yang nangisnya sampe begini tuh kek ""tumbal"" gitu gak sih?krna dia paling gak ada nilainya/gak punya ordal ky Angelina sondakh dulu.",2025-04-19 00:50:17+00:00,negatif
bisa gk sehari aja w gk liat berita korupsi 😭,2025-04-19 00:50:08+00:00,negatif
"ketahuan aje nangis, kalo gak ketahuan asik"" aje😂😂",2025-04-19 00:48:50+00:00,negatif
🤣,2025-04-19 00:48:41+00:00,positif
nangis karena gak dpt duit lagi dari sampah,2025-04-19 00:47:55+00:00,negatif
ada ibu2 mewek apa gmna sihh🤔,2025-04-19 00:47:39+00:00,netral
maafin aja kasian....,2025-04-19 00:46:47+00:00,negatif
"gmw di tangkap tp berbuat ulah ,minimal minjam uang jgn korupsi",2025-04-19 00:46:15+00:00,negatif
gue kira sound ajim ga taunya lgi nangis🤣🗿,2025-04-19 00:46:00+00:00,netral
bahkan sampah pun di korupsi. yaampun yaampun.,2025-04-19 00:45:09+00:00,negatif
"Korup 75,9m anak istrinya makan apa ya emangnya 🥹",2025-04-19 00:44:56+00:00,negatif
"gw kalau liat tukang sampah itu kasian, knp masih dikorupsi pak
anak istri kasih makan sampah",2025-04-19 00:44:41+00:00,negatif
Pas banget saund 😁😁😁 badan sehat makan cukup karna krupsi,2025-04-19 00:44:11+00:00,netral
bobrok banget ya Allah Indonesia ini...tolong ya Allah basmi korupsi ditanah air tercinta ini Aamiin,2025-04-19 00:43:40+00:00,negatif
